course_num,last_name,first_name,a_num,b_num,c_num,d_num,f_num,i_num,s_num,w_num,o_num,total_num
88397,Jones-Mason,Mary,0,0,0,0,0,0,0,0,0,0
88398,Jones-Mason,Mary,0,0,0,0,0,0,0,0,0,0
88399,Jones-Mason,Mary,0,0,0,0,0,0,0,0,0,0
88401,Scaffidi,Salvatore,0,0,0,0,0,0,0,0,0,0
88402,Lamabadu Warnakulasuriya,Hiran Malinda,0,0,0,0,0,0,0,0,0,0
88403,Todd,English,0,0,0,0,0,0,0,0,0,0
88574,Brazelle,William,0,0,0,0,0,0,0,0,0,0
88892,Riordan,James,0,0,0,0,0,0,0,0,0,0
88893,Brazelle,William,0,0,0,0,0,0,0,0,0,0
88904,Arora,Neha,0,0,0,0,0,0,0,0,0,0
88905,Arora,Neha,0,0,0,0,0,0,0,0,0,0
88906,Arora,Neha,0,0,0,0,0,0,0,0,0,0
88907,Arora,Neha,0,0,0,0,0,0,0,0,0,0
88908,Totzke,Brendan,0,0,0,0,0,0,0,0,0,0
88909,Arora,Neha,0,0,0,0,0,0,0,0,0,0
88910,Arora,Neha,0,0,0,0,0,0,0,0,0,0
88911,Arora,Neha,0,0,0,0,0,0,0,0,0,0
88912,Arora,Neha,0,0,0,0,0,0,0,0,0,0
88913,Arora,Neha,0,0,0,0,0,0,0,0,0,0
88914,Arora,Neha,0,0,0,0,0,0,0,0,0,0
88915,Arora,Neha,0,0,0,0,0,0,0,0,0,0
88916,Totzke,Brendan,0,0,0,0,0,0,0,0,0,0
88917,Arora,Neha,0,0,0,0,0,0,0,0,0,0
88918,Arora,Neha,0,0,0,0,0,0,0,0,0,0
88919,Arora,Neha,0,0,0,0,0,0,0,0,0,0
88943,Blackwell,Tara,0,0,0,0,0,0,0,0,0,0
89164,El-Rady,Johnny,0,0,0,0,0,0,0,0,0,0
89281,Westerheide,Sandra,0,0,0,0,0,0,0,0,0,0
89284,Dao,My-Lien,0,0,0,0,0,0,0,0,0,0
89285,Upadhyaya,Ashok,0,0,0,0,0,0,0,0,0,0
89607,Arora,Neha,0,0,0,0,0,0,0,0,0,0
89609,Wan,Lixin,0,0,0,0,0,0,0,0,0,0
89853,Felletter,John,0,0,0,0,0,0,0,0,0,0
90207,Chowdhury,Fatema,0,0,0,0,0,0,0,0,0,0
90276,Burkhardt,Brant,0,0,0,0,0,0,0,0,0,0
90277,Gemmell,Colbi,0,0,0,0,0,0,0,0,0,0
90278,Mcfarland,Aidan,0,0,0,0,0,0,0,0,0,0
90279,Mcfarland,Aidan,0,0,0,0,0,0,0,0,0,0
90280,Melendez,Julian,0,0,0,0,0,0,0,0,0,0
90281,Saunders,Matthew,0,0,0,0,0,0,0,0,0,0
90282,Washburn,Rachel,0,0,0,0,0,0,0,0,0,0
90283,Lo,En Lin,0,0,0,0,0,0,0,0,0,0
90284,Glass,Michael,0,0,0,0,0,0,0,0,0,0
90285,Wilches,Milton,0,0,0,0,0,0,0,0,0,0
90286,Lo,En Lin,0,0,0,0,0,0,0,0,0,0
90287,Melendez,Julian,0,0,0,0,0,0,0,0,0,0
90288,Hough,Abigail,0,0,0,0,0,0,0,0,0,0
90289,Sheppard,Hannah,0,0,0,0,0,0,0,0,0,0
90290,Mokorel-Pouye,Alexandre,0,0,0,0,0,0,0,0,0,0
90291,Glass,Michael,0,0,0,0,0,0,0,0,0,0
90292,Nelligan,Anthony,0,0,0,0,0,0,0,0,0,0
90293,White,Justin,0,0,0,0,0,0,0,0,0,0
90294,Walker,Stephanie,0,0,0,0,0,0,0,0,0,0
90295,Dayhoff,Guy,0,0,0,0,0,0,0,0,0,0
90296,Wilches,Milton,0,0,0,0,0,0,0,0,0,0
90297,Schumacher,Julia,0,0,0,0,0,0,0,0,0,0
90298,Nelligan,Anthony,0,0,0,0,0,0,0,0,0,0
90299,Sheppard,Hannah,0,0,0,0,0,0,0,0,0,0
90300,Mcknight,Lily,0,0,0,0,0,0,0,0,0,0
90301,Mokorel-Pouye,Alexandre,0,0,0,0,0,0,0,0,0,0
90302,White,Justin,0,0,0,0,0,0,0,0,0,0
90303,Pollenz,Richard,0,0,0,0,0,0,0,0,0,0
90304,Pollenz,Richard,0,0,0,0,0,0,0,0,0,0
90305,Saunders,Matthew,0,0,0,0,0,0,0,0,0,0
90306,Hough,Abigail,0,0,0,0,0,0,0,0,0,0
90307,Walker,Stephanie,0,0,0,0,0,0,0,0,0,0
90308,Majumder,Koushik,0,0,0,0,0,0,0,0,0,0
90309,Washburn,Rachel,0,0,0,0,0,0,0,0,0,0
90310,Schumacher,Julia,0,0,0,0,0,0,0,0,0,0
