0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
BSC-6932 -009-C (95783),3,60.00,2,40.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
MCB-6305 -001-C (95893),6,46.15,7,53.85,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,13
BSC-2010 -500-C (95969),3,18.75,8,50.00,4,25.00,1,6.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,16
BSC-2010L-501-L (95971),8,50.00,6,37.50,2,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,16
PCB-6936 -001-C (96058),9,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
BSC-6393 -010-D (96216),5,83.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,16.67,0,0.00,0,0.00,0,0,6
PCB-3023L-003-L (80038),5,20.83,13,54.17,6,25.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
PCB-3023L-004-L (80039),12,52.17,4,17.39,5,21.74,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,8.70,0,0,23
PCB-3023L-005-L (80040),5,21.74,12,52.17,3,13.04,2,8.70,1,4.35,0,0.00,0,0.00,0,0.00,0,0.00,0,0,23
PCB-3023L-008-L (80041),8,33.33,10,41.67,2,8.33,2,8.33,2,8.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
PCB-3063 -001-C (80045),80,43.24,67,36.22,31,16.76,3,1.62,3,1.62,0,0.00,0,0.00,0,0.00,1,0.54,0,0,185
PCB-3063L-003-L (80048),7,29.17,13,54.17,3,12.50,0,0.00,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
PCB-3063L-004-L (80049),9,37.50,11,45.83,3,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
PCB-3063L-005-L (80050),13,54.17,9,37.50,1,4.17,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
PCB-6920 -001-D (82247),0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,16,100.00,0,0.00,0,0.00,0,0,16
BSC-2010 -001-C (82550),74,31.09,82,34.45,49,20.59,12,5.04,11,4.62,0,0.00,0,0.00,0,0.00,10,4.20,0,0,238
MCB-4905 -001-Z (82844),0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,10,90.91,1,9.09,0,0.00,0,0,11
MCB-4905 -002-Z (82845),0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,14,87.50,0,0.00,2,12.50,0,0,16
BSC-6930 -002-C (82848),0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,38,100.00,0,0.00,0,0.00,0,0,38
PCB-3063L-006-L (82887),11,45.83,11,45.83,1,4.17,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
PCB-3063L-007-L (82888),12,50.00,9,37.50,1,4.17,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BOT-3850 -001-C (83272),42,31.34,68,50.75,21,15.67,0,0.00,2,1.49,0,0.00,0,0.00,0,0.00,1,0.75,0,0,134
PCB-3063L-008-L (83462),11,45.83,11,45.83,1,4.17,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
BSC-7911 -001-R (83470),0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,12,100.00,0,0.00,0,0.00,0,0,12
BSC-7980 -035-G (83471),0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,2.56,0,0.00,0,0.00,38,97,39
BSC-7910 -037-Z (84027),0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,8,100.00,0,0.00,0,0.00,0,0,8
PCB-3023L-006-L (84047),6,26.09,13,56.52,2,8.70,1,4.35,0,0.00,0,0.00,0,0.00,0,0.00,1,4.35,0,0,23
PCB-3023L-007-L (84048),6,26.09,10,43.48,4,17.39,0,0.00,2,8.70,0,0.00,0,0.00,0,0.00,1,4.35,0,0,23
PCB-6230 -001-C (84614),10,83.33,2,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,12
BSC-6457 -001-C (84615),6,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
PCB-6930 -001-C (84616),23,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,23
PCB-6931 -001-C (84617),25,96.15,1,3.85,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,26
MCB-3410 -001-C (84915),122,69.32,34,19.32,12,6.82,4,2.27,2,1.14,0,0.00,0,0.00,0,0.00,2,1.14,0,0,176
PCB-3063L-009-L (85423),7,29.17,15,62.50,2,8.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
PCB-3063 -005-C (85673),71,25.09,73,25.80,87,30.74,15,5.30,16,5.65,0,0.00,0,0.00,0,0.00,21,7.42,0,0,283
PCB-3063L-010-L (86074),2,8.70,13,56.52,6,26.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,8.70,0,0,23
PCB-3063L-011-L (86075),11,47.83,7,30.43,3,13.04,0,0.00,1,4.35,0,0.00,0,0.00,0,0.00,1,4.35,0,0,23
PCB-3063L-012-L (86076),9,37.50,11,45.83,4,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
BSC-2085 -002-C (86372),39,26.17,49,32.89,39,26.17,4,2.68,9,6.04,0,0.00,0,0.00,0,0.00,9,6.04,0,0,149
BSC-2085L-003-O (86374),3,12.50,8,33.33,9,37.50,2,8.33,1,4.17,1,4.17,0,0.00,0,0.00,0,0.00,0,0,24
BSC-2085L-002-O (86375),4,16.67,10,41.67,9,37.50,0,0.00,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
PCB-4024 -002-C (86405),11,28.21,14,35.90,10,25.64,3,7.69,0,0.00,0,0.00,0,0.00,0,0.00,1,2.56,0,0,39
PCB-4024 -003-C (86406),5,19.23,12,46.15,7,26.92,1,3.85,0,0.00,0,0.00,0,0.00,0,0.00,1,3.85,0,0,26
PCB-3063L-013-L (86730),12,52.17,8,34.78,3,13.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,23
PCB-3063L-902-L (86731),11,45.83,10,41.67,2,8.33,0,0.00,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
BSC-2085L-004-O (86762),1,4.17,12,50.00,5,20.83,3,12.50,1,4.17,0,0.00,0,0.00,0,0.00,2,8.33,0,0,24
BSC-2085L-005-O (86763),7,29.17,9,37.50,4,16.67,2,8.33,1,4.17,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
IDS-4914 -009-S (86884),0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,28,100.00,0,0.00,0,0.00,0,0,28
PCB-3023L-009-L (86887),13,59.09,6,27.27,2,9.09,0,0.00,1,4.55,0,0.00,0,0.00,0,0.00,0,0.00,0,0,22
BSC-4933 -045-C (86888),7,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
PCB-3063L-904-L (86904),7,29.17,14,58.33,3,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
IDS-4914 -016-S (86962),0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,100.00,0,0.00,0,0.00,0,0,5
BSC-2086 -001-C (87150),38,48.72,25,32.05,9,11.54,3,3.85,2,2.56,0,0.00,0,0.00,0,0.00,1,1.28,0,0,78
PCB-6525 -001-C (87209),3,37.50,0,0.00,3,37.50,0,0.00,2,25.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
BSC-2010 -003-C (87225),63,25.40,62,25.00,58,23.39,19,7.66,23,9.27,0,0.00,0,0.00,0,0.00,23,9.27,0,0,248
BSC-2086L-001-C (87365),9,39.13,7,30.43,5,21.74,1,4.35,0,0.00,0,0.00,0,0.00,0,0.00,1,4.35,0,0,23
PCB-6932 -001-D (87604),10,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,10
BSC-2085L-006-O (87775),12,50.00,10,41.67,2,8.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
BSC-4933 -057-C (88030),5,71.43,1,14.29,1,14.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
BSC-6932 -055-C (88032),5,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
MCB-4320 -001-C (88184),7,28.00,9,36.00,3,12.00,1,4.00,5,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,25
PCB-3063 -799-O (88204),67,26.80,87,34.80,62,24.80,14,5.60,2,0.80,0,0.00,0,0.00,0,0.00,18,7.20,0,0,250
PCB-3023L-030-L (88219),3,20.00,8,53.33,4,26.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,15
PCB-3063L-030-L (88220),3,20.00,8,53.33,4,26.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,15
BSC-2086L-002-O (88294),9,37.50,11,45.83,3,12.50,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
PCB-3023L-903-L (88397),5,21.74,13,56.52,2,8.70,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,13.04,0,0,23
PCB-3023L-901-L (88398),7,35.00,9,45.00,1,5.00,2,10.00,0,0.00,0,0.00,0,0.00,0,0.00,1,5.00,0,0,20
PCB-3023L-902-L (88399),5,21.74,10,43.48,4,17.39,1,4.35,1,4.35,0,0.00,0,0.00,0,0.00,2,8.70,0,0,23
PCB-3063L-903-L (88401),4,16.67,13,54.17,6,25.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BSC-2085L-007-C (88402),1,4.17,8,33.33,10,41.67,4,16.67,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BSC-2085L-008-C (88403),8,33.33,8,33.33,7,29.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BSC-2010 -007-C (88574),50,21.01,65,27.31,68,28.57,29,12.18,11,4.62,0,0.00,0,0.00,0,0.00,15,6.30,0,0,238
MCB-3020 -001-C (88892),75,37.50,82,41.00,31,15.50,4,2.00,4,2.00,0,0.00,0,0.00,0,0.00,4,2.00,0,0,200
ZOO-4753 -001-C (88893),6,21.43,11,39.29,8,28.57,2,7.14,1,3.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0,28
MCB-3020L-003-L (88904),18,75.00,3,12.50,2,8.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
MCB-3020L-004-L (88905),20,83.33,3,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
MCB-3020L-005-L (88906),15,62.50,7,29.17,1,4.17,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
MCB-3020L-006-L (88907),19,82.61,4,17.39,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,23
MCB-3020L-007-L (88908),17,73.91,5,21.74,1,4.35,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,23
MCB-3020L-008-L (88909),18,75.00,6,25.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
MCB-3020L-009-L (88910),19,86.36,3,13.64,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,22
MCB-3020L-010-L (88911),20,83.33,4,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
MCB-3020L-011-L (88912),22,95.65,0,0.00,0,0.00,0,0.00,1,4.35,0,0.00,0,0.00,0,0.00,0,0.00,0,0,23
MCB-3020L-012-L (88913),18,75.00,5,20.83,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
MCB-3020L-013-L (88914),17,85.00,2,10.00,1,5.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,20
MCB-3020L-014-L (88915),16,76.19,5,23.81,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,21
MCB-3020L-015-L (88916),8,88.89,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,11.11,0,0,9
MCB-3020L-901-L (88917),17,77.27,4,18.18,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.55,0,0,22
MCB-3020L-902-L (88918),19,82.61,4,17.39,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,23
MCB-3020L-903-L (88919),13,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,13
PCB-3023 -799-O (88943),122,50.21,97,39.92,17,7.00,3,1.23,1,0.41,1,0.41,0,0.00,0,0.00,2,0.82,0,0,243
BSC-4933 -060-C (89164),7,36.84,9,47.37,2,10.53,0,0.00,1,5.26,0,0.00,0,0.00,0,0.00,0,0.00,0,0,19
PCB-4109 -001-C (89281),18,60.00,8,26.67,1,3.33,0,0.00,2,6.67,1,3.33,0,0.00,0,0.00,0,0.00,0,0,30
PCB-4234 -799-O (89284),20,20.41,26,26.53,34,34.69,0,0.00,3,3.06,0,0.00,0,0.00,0,0.00,15,15.31,0,0,98
BSC-3022 -001-C (89285),3,37.50,1,12.50,3,37.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,12.50,0,0,8
MCB-3020 -003-C (89607),105,51.22,54,26.34,34,16.59,4,1.95,3,1.46,0,0.00,0,0.00,0,0.00,5,2.44,0,0,205
BSC-6939 -008-C (89609),0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,48,100.00,0,0.00,0,0.00,0,0,48
BSC-2086L-003-C (89853),7,30.43,10,43.48,5,21.74,1,4.35,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,23
PCB-3023 -003-C (90207),79,53.38,42,28.38,18,12.16,5,3.38,3,2.03,0,0.00,0,0.00,0,0.00,1,0.68,0,0,148
BSC-6932 -088-C (90276),3,42.86,4,57.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
BSC-2010L-001-L (90277),6,25.00,8,33.33,9,37.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BSC-2010L-002-L (90278),9,37.50,11,45.83,3,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BSC-2010L-003-L (90279),10,41.67,12,50.00,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BSC-2010L-004-L (90280),7,29.17,12,50.00,3,12.50,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BSC-2010L-005-L (90281),8,33.33,12,50.00,4,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
BSC-2010L-007-L (90282),9,37.50,12,50.00,1,4.17,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BSC-2010L-008-L (90283),2,8.70,9,39.13,8,34.78,0,0.00,1,4.35,0,0.00,0,0.00,0,0.00,3,13.04,0,0,23
BSC-2010L-009-L (90284),6,25.00,13,54.17,5,20.83,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
BSC-2010L-010-L (90285),18,75.00,4,16.67,0,0.00,0,0.00,1,4.17,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BSC-2010L-011-L (90286),5,20.83,12,50.00,6,25.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BSC-2010L-012-L (90287),4,16.67,14,58.33,4,16.67,2,8.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
BSC-2010L-013-L (90288),8,33.33,14,58.33,1,4.17,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
BSC-2010L-014-L (90289),14,58.33,7,29.17,3,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
BSC-2010L-015-L (90290),9,37.50,10,41.67,4,16.67,0,0.00,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
BSC-2010L-016-L (90291),8,33.33,14,58.33,0,0.00,0,0.00,1,4.17,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BSC-2010L-017-L (90292),3,12.50,9,37.50,6,25.00,0,0.00,3,12.50,0,0.00,0,0.00,0,0.00,3,12.50,0,0,24
BSC-2010L-018-L (90293),6,25.00,11,45.83,6,25.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BSC-2010L-019-L (90294),4,16.67,9,37.50,6,25.00,3,12.50,1,4.17,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BSC-2010L-020-L (90295),1,4.17,8,33.33,10,41.67,1,4.17,1,4.17,0,0.00,0,0.00,0,0.00,3,12.50,0,0,24
BSC-2010L-021-L (90296),5,20.83,14,58.33,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,16.67,0,0,24
BSC-2010L-022-L (90297),14,58.33,6,25.00,0,0.00,0,0.00,2,8.33,0,0.00,0,0.00,0,0.00,2,8.33,0,0,24
BSC-2010L-023-L (90298),9,37.50,9,37.50,3,12.50,2,8.33,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BSC-2010L-024-L (90299),14,58.33,8,33.33,1,4.17,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
BSC-2010L-025-L (90300),8,33.33,8,33.33,3,12.50,2,8.33,2,8.33,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BSC-2010L-026-L (90301),7,31.82,8,36.36,5,22.73,1,4.55,1,4.55,0,0.00,0,0.00,0,0.00,0,0.00,0,0,22
BSC-2010L-027-L (90302),4,16.67,5,20.83,7,29.17,1,4.17,3,12.50,0,0.00,0,0.00,0,0.00,4,16.67,0,0,24
BSC-2010L-028-L (90303),14,93.33,0,0.00,0,0.00,0,0.00,1,6.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0,15
BSC-2010L-029-L (90304),13,81.25,1,6.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,12.50,0,0,16
BSC-2010L-901-L (90305),1,4.17,12,50.00,6,25.00,4,16.67,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BSC-2010L-902-L (90306),7,29.17,10,41.67,5,20.83,1,4.17,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
BSC-2010L-903-L (90307),0,0.00,15,62.50,6,25.00,2,8.33,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BSC-2010L-904-L (90308),3,12.50,12,50.00,4,16.67,3,12.50,1,4.17,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
BSC-2010L-905-L (90309),9,37.50,10,41.67,4,16.67,0,0.00,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
BSC-2010L-906-L (90310),11,45.83,8,33.33,3,12.50,1,4.17,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
